"View","Name of Firm","Trade Name","unknown","unknown","Address, line 1","Address, line 2","City","State","Zip","Capabilities Narrative"
"2468","ALTERNATE MODE, INC.","K A T","MARIO  J DECIUTIIS","","30 WESTWOOD AVE","","EAST LONGMEADOW","MA","01028-2119","Manufacturer and distributor of the KAT line of electronic Musical Percussion Instrumnets"
"2469","J&J BBIX JV","","Kamlesh  Patel","PRESIDENT","101 Billerica Ave Bldg 5 Ste 205","","North Billerica","MA","01862-1271",""
"2470","SIMON'S STAMPS, INC.","SIMON'S STAMPS","SIMON P. ALCIERE","Pres.","320 AVENUE A","","TURNERS FALLS","MA","01376-1826","Custom rubber stamps, self-inking stamps, daters, architectural signs, name badges, embossing seals, postmarking stamps, notary seals, engraved plaques and awards"
"2471","Bredin Business Information Inc","","Alice Bredin","","292 Beacon St","","Somerville","MA","02143-3510",""
"2472","BURKART PHELAN INCORPORATED","","Lillian Burkart","","2 SHAKER RD STE D107","","SHIRLEY","MA","01464-2535",""
"2473","SWCA, INCORPORATED","SWCA Environmental Consultants","EILEEN FAGAN","","15 Research Dr Ste 1","","Amherst","MA","01002-2776","New England Environmental, Inc. (NEE) is a full-service environmental consulting firm with extensive expertise in environmental assessment, restoration, and management. Since 1986, NEE has been successfully involved in over 2500 projects."
"2474","Plaza at Burr Corners LLC, The ","","Mary-Ellen  Cunha","","150 Baker Ave Ext ","","Concord","MA","01742-2126",""
"2475","BRIDGE 12 TECHNOLOGIES, INC.","","LOUIS TARRICONE","","37 LORING DRIVE","","FRAMINGHAM","MA","01702-8768",""
"2476","ESCO TECHNOLOGIES, INC.","ESCO TOOL","JEFF MARBLE","","75 OCTOBER HILL RD.","","HOLLISTON","MA","01746-1344",""
"2477","Remotereality Corporation","","Raghu Menon","","1700 W PARK DR STE 340","","WESTBOROUGH","MA","01581-3941",""
"2478","PARK BIO SERVICES, L.L.C.","","Frank Razzaboni Razzaboni","","154 CENTER ST","","GROVELAND","MA","01834-1524",""
"2479","COMMERCIAL SCALE & BALANCE CO INC","","Jim Irwin","","36 RUSSO CIR","","AGAWAM","MA","01001-1516","Sales and sevice to all makes of weighing equipment, scales and laboratory balances"
"2480","G. A. Blanco & Sons, Inc.","","Edward Blanco","PRESIDENT","Rte 71","","Great Barrington","MA","01230-0000","COMPUTER SUPPLIES, HARDWARE & PERIPHERALS; OFFICE PRODUCTS & SUPPLIES; OFFICE FURNITURE & SEATING; FAX MACHINES & SUPPLIES; AUDIO/VISUAL EQUIPMENT & SUPPLIES."
"2481","MCLANE RESEARCH LABORATORIES INC","","Jonathan  Mogul","","121 BERNARD SAINT JEAN RD","","EAST FALMOUTH","MA","02536-4444",""
"2482","ENVIRONMENTAL SOFTWARE ONLINE","","Raymond Henry","","520 CHICOPEE ROW","","GROTON","MA","01450-1460",""
"2483","CHAS G. ALLEN INC","","GARY  BOUDREAU","","25 Williamsville Rd","","Barre","MA","01005-9502",""
"2484","Federal-Fabrics-Fibers, Inc. ","","MICHAEL  G HAINSWORTH","","45 W Adams St ","","Lowell","MA","01851-1331","Principally manufacture inflatable airbeams to support temporary structures (tents). Still do some R&D for US Gov't"
"2485","BI2 Technologies, LLC","","Sean Mullin","","488 State Rd Ste 1","","Plymouth","MA","02360-5114",""
"2486","CORBIN/HUFCOR, INC.","","Margaret Pacella","","100 WEYMOUTH ST UNIT 1F","","ROCKLAND","MA","02370-1146",""
"2487","Vivaproducts, Inc.","","BOB TUTUNJIAN","","521 Great Rd","","Littleton","MA","01460-1208",""
"2488","MCCONNELL ENTERPRISES, INC","McConnell Environmental","SYLVIA  H KIRKER","Manager","10 ICE HOUSE LN","","ESSEX","MA","01929-1131","PROVIDE DEMOLITION AND DISMANTLING SERVICES, PLANT DISMANTLING, UST TANK REMOVAL AND DISPOSAL, SOIL REMEDIATION, ASBESTOS ABATEMENT, AND HAZARDOUS WASTE REMOVAL AND DISPOSAL"
"2489","SARIAN COMPANY INC","","MARISA  PICONE-DEVINE","","8 JAN SEBASTIAN DR UNIT 24","","SANDWICH","MA","02563-2359","Water & Wastewater Consulting & Services; Resident Project Representative & Clerk of the Works Services; Certified Water Operator Services; Cross Connection Services; Leak Detection; Pressure Testing & Disinfection of Water Main; Hydrant Maintenance"
"2490","LARAMEE & CALLEY, INC.","","Rebecca Laramee","","17 LEICESTER ST","","NORTH OXFORD","MA","01537-1211",""
"2491","Berndt Associates LLC","","Ernst Berndt","","32 Derne St Unit 4B","","Boston","MA","02114-4212",""
"2492","ATG-Massachusetts, Inc.","Numotion","JIM CAMPANELLA","","300 Myles Standish Blvd Ste 5","","Taunton","MA","02780-7364",""
"2493","BRAINSTORM GROUP INC","","Gregg V Rock","","45 LYMAN ST STE 24","","WESTBOROUGH","MA","01581-2657",""
"2494","BCSP 231 Property LLC","","Mary Cherny","","200 State St Ste 5","","Boston","MA","02109-2628",""
"2495","Bryant Associates, Inc. ","B A Engineers ","Jeffrey C Bryant","","90 Canal St Ste 301 ","","Boston","MA","02114-2022",""
"2496","BERKMATICS INC","","DONNA K BENOIT","","59 DEMOND AVE","","NORTH ADAMS","MA","01247-3240","CNC capabilities up to 3' Dia. Swiss CNC up to 3/8' Dia. Cam Machine Production up to 1-5/8' Dia. Vertical Machining Centers. High Volume production up to 1/2' Dia."
"2497","Seabras 1 USA, LLC","","Larry Schwartz","","600 Cummings Center Ste 268-Z","","Beverly","MA","01915-6166",""
"2498","Trifax LLC","","MARK  R  HAYNES","","9 Prospect St Ste R","","West Boylston","MA","01583-1422",""
"2499","Woods Hole Group, Inc., The","","Robert Hamilton","","81 Technology Pk Dr","","East Falmouth","MA","02536-4442",""
"2500","ELECTRICAL ENGINEERING & SERVICE COMPANY, INC","","Joseph  A.  Cipolla","","289 CENTRE ST","","HOLBROOK","MA","02343-1075",""
"2501","Junction Incorporated","Junction Commercial Service","ALBERT  GOODROW","","588 PLEASANT ST STE 6","","NORWOOD","MA","02062-4553","We service air conditioning,heating units,chillers,pumps,boilers as well as air exchange units and control systems.. We specialize in energy management systems We are Carrier I-Vu specialists and carrier comfort network systems. We are certified."
"2502","Hardric Laboratories, Inc. ","Cerettek ","JOEY  LOYD","ADMIN","51 Middlesex St Ste 103 ","","North Chelmsford","MA","01863-1564","Precision metal optics and beryllium mirrors for laser systems, night vision cameras, etc. Diamond turned mirrors. Precision 5-axis CNC machining of conventional metals and beryllium for space, military, medical and other sub-asemblies."
"2503","Unic Pro, Inc.","","LILIAN  Radke","","415 Boston Tpke Ste 211B","","Shrewsbury","MA","01545-3414","Janitorial Services, Government and institutional cleaning, Floor polish strip and wax, carpet wash, window cleaning"
"2504","GLOBAL REMEDIATION SERVICES, INC.","","REBECCA  BURBANK","Transportation & Disposal Coordinator","700 RICHMOND ST","","EAST TAUNTON","MA","02718-1514","Global Remediation provides turnkey remediation/recycling & disposal services of hazardous and non-hazardous wastes. Personal are 40 hr OSHA trained & have mutiple years in the environmental industry. We have worked in both the goverment/private industry."
"2505","DESIGNLAB ARCHITECTS","","ROBERT MIKLOS","","35 CHANNEL CTR ST UNIT 103","","BOSTON","MA","02210-3410",""
"2506","CITY POINT PARTNERS LLC","","Danielle M Martin","","11 ELKINS ST","","BOSTON","MA","02127-1627",""
"2507","Applied Analysis Inc","","JAY  COFFEY","Director of Finance","108 DALTON RD","","CHELMSFORD","MA","01824-2165","Remote Sensing Satellite Imagery Software"
"2508","CMS CONSULTING","","ANTHONY  J LaPreste","President","4 WHITTIER RD","","MILFORD","MA","01757-1230","To provide consulting and training deliverables as value add solutions to organizational deficiencies and growth strategies. Project management and quality management are particular focus areas."
"2509","HEALTH TRAINING EDUCATIONAL SERVICES, INC.","LIFE SUPPORT SYSTEMS","BRET  SMITH","","59 ALLIED DR","","DEDHAM","MA","02026-6100","Sales, service, and training of emergency medical equipment including automated external defibrillators (AEDs), emergency oxygen, and first aid; On-Site CPR, AED, First Aid, Bloodborne Pathogens, HAZCOM, and OSHA training (AHA, NSF, and ASHI Certified)"
"2510","RANDOLPH ENGINEERING, INC.","RANDOLPH SUNGLASSES","Richard J Waszkiewicz","CEO","26 THOMAS PATTEN DR","","RANDOLPH","MA","02368-3902","Randolph Engineering, Inc. is an ophthalmic frames & sunglass manufacturer operating out of Randolph, Mass USA. Randolph is a major supplier of optical products US Armed Forces through channels such as DLA, AAFES, NEXCOM, NASA, CG, etc."
"2511","Costello Dismantling Company, Inc.","","TOM BERENZ","","45 KINGS HWY","","WEST WAREHAM","MA","02576-1501","Experienced in the complete range of demolition and dismantling services. Specialties include metal tanks, precision removals, and multi-story buildings. Nationwide services for sufficient size projects. Top-notch safety record."
"2512","BUSINESS KNOWLEDGE SERVICES INC","BKS","Tom Seymour","","27 CHARLES ST STE 3","","HOLLISTON","MA","01746-2171",""
"2513","SAMTAN ENGINEERING CORP.","","Jon Petromelis","GENERAL MANAGER","127 WYLLIS AVE","","MALDEN","MA","02148-7525"," Metal stampings, Deep drawn metal parts, Marine cable supports, Tools & dies, welding, assembly"
"2514","Medical Specialties Distributors, LLC","","Luke   Aufiero","","800 Technology Ctr Dr Ste 3","","Stoughton","MA","02072-4721",""
"2515","DIAGNOSTIC EQUIPMENT SERVICE CORPORATION","DESCO","ANDREA BORDENCA","","124 MAIN ST STE 1","","NORFOLK","MA","02056-1417",""
"2516","Aite Group, LLC ","","Martin St. John","","101 Arch St Ste 501 ","","Boston","MA","02110-1143",""
"2517","Andrew Alliance USA, Inc.","","NAIMA berbache","","135 Beaver St Ste 402","","WALTHAM","MA","02452-8463",""
"2518","SUPERLOGICS INCORPORATED","SUPERLOGICS","JOHN  TOTO","","9 MERCER RD","","NATICK","MA","01760-1029","SUPERLOGICS IS A QUALITY LOW-COST BUILDER OF CUSTOMIZED RACKMOUNT COMPUTERS, SERVERS, DESKTOPS AND PANEL PCs. OUR CUSTOMERS ARE PRIMARILY IN THE DEFENSE, GOVERNMENTAL, TELEPHONY, TEST, AVIATION, EDUCATIONAL, MEDICAL AND COMMUNICATIONS BUSINESSES."
"2519","Crosby, Schlessinger & Smallridge, LLC","","Carole Schlessinger","","67 Batterymarch St #200","","Boston","MA","02110-3204","Landscape architectural design, urban design, urban planning for open space, streetscape, district and neighborhood master plans, educational institutions, multi-family housing"
"2520","CDW Consultants, Inc.","","Kathleen Campbell","PRESIDENT","6 Huron Dr","","Natick","MA","01760-1325","ENVIRONMENTAL AND CIVIL ENGINEERING: HAZARDOUS WASTE SITE INVESTIGATIONS AND REMEDIATION, CIVIL/SITE DESIGNS, SANITARY ENGINEERING, PERMITTING, LICENSED SITE PROFESSIONALS SERVICES, GEOGRAPHIC INFORMATION SYSTEMS SERVICES."
"2521","ACT VEHICLE EQUIPMENT, INC.","","MICHAEL  MENDES","","946 SOUTHAMPTON RD","","WESTFIELD","MA","01085-1364",""
"2522","Weston & Sampson Engineers,Inc.","Weston & Sampson","Kimbely A Plourde","","55 WALKERS BROOK DR STE 100","","READING","MA","01867-3273",""
"2523","Starry, Inc.","","Brian Regan","","38 Chauncy St Ste 200","","Boston","MA","02111-2301",""
"2524","BEHLKE POWER ELECTRONICS","","Heather Belanger","","5 ALEXANDER RD Ste 2","","BILLERICA","MA","01821-5032",""
"2525","Coast And Harbor Associates, Incorporated ","","Claude G Lancome","","7 Kimball Ln Ste D ","","Lynnfield","MA","01940-2617","Coast and Harbor provides project management services to public and private owners to assist them to successfully design and build their projects. We emphasize a commitment to the owner’s interests and a detail oriented, proactive approach."
"2526","NextDroid, LLC","","Sam L Tolkoff","","125 BROAD ST FL 6","","BOSTON","MA","02110-3048","Robotics firm dedicated to solving difficult technical problems."
"2527","Canner Incorporated","Carvers' Guild","CARL CANNER","","1 Cannery Row","","West Groton","MA","01472-0000",""
"2528","Henry Elliott And Company, Inc.","","Ken Wagner","","1 Washington St Ste 208","","Wellesley","MA","02481-1706","Healthcare I.T.Staff Augmentation. Specializing in the provision of InterSystems Caché and M/Mumps based experts. Extensive experience with Veterans Adm. VistA, Epic, Ensemble, and HealthShare for the latest applications and methodologies."
"2529","New England Household Moving and Storage Inc","","JEANINE P KELLY-COBURN","","104 Bartzak Dr","","Holliston","MA","01746-1375","HOUSEHOLD GOODS MOVING & STORAGE, FURNITURE, FIXTURES & EQUIPMENT WAREHOUSING AND TRANSPORT FOR RESIDENTIAL AND COMMERCIAL BUSINESSES AND RESIDENCES. BASED IN BOSTON AREA AND SERVING NEW ENGLAND."
"2530","Ribbon Communications Federal Inc.","","Bill Hartwell","Contracts Administrator","4 Technology Park Dr","","Westford","MA","01886-3140","Network Equipment Technologies, Inc. d.b.a. net.com and its wholly owned subsidiary, N.E.T. Federal, Inc. provides multiservice networking solutions used by service providers, government agencies and businesses worldwide."
"2531","HEARTH OLMSTED LIMITED PARTNERSHIP","","Maria  Oymaian","","1640 WASHINGTON ST","","BOSTON","MA","02118-3380",""
"2532","ASSOCIATED MECHANICAL SERVICES, INC.","","THOMAS RIELLY RIELLY","","4 CEDAR ST","","WOBURN","MA","01801-6343",""
"2533","REnVisioning Technology, LLC","REvTech","Michael Cardoza","","13 Sheridan St","","North Easton","MA","02356-1836","Audiovisual and collaboration systems designer and integrator."
"2534","LAMBDA RESEARCH CORPORATION","","Edward Freniere","Sales","25 PORTER RD STE 2","","LITTLETON","MA","01460-1416","Consulting (Stray Light Analysis or Illumination Analysis) Software Development"
"2535","W.r. Sharples Co., Inc.","","Christopher M Peters","","211 JOHN L DIETSCH SQ","","NORTH ATTLEBORO","MA","02763-1027",""
"2536","New England Industrial Uniform Rental Service, Inc.","New England Uniform","MATTHEW  ARDOLINO","","355 Union St","","West Springfield","MA","01089-4106","Established in 1969, New England Uniform, Inc. is a well established industrial garment supplier. We supply a full range of Uniforms. Including, Industrial, Automotive, Security, Anti-Static, Flame Resistant, Service Uniforms, Executive Uniforms and Customization Services. New England Uniform is locally operated and Veteran owned, and dedicated to provide the customer with the most efficient and best possible Uniform Rental Service available. New England Uniform's customers range from small local shops to large multi-location corporations. In keeping with our leadership position, we maintain a top level staff of professionally trained route salesmen and service supervisors to serve the customers' every request.  Our Uniform Rental Service area includes: Massachusetts, Connecticut, Rhode Island, Southern Vermont, Southern New Hampshire, and Albany, New York."
"2537","Sotax Corporation ","Sotax A G ","KEVIN WHITKANACK","","2400 COMPUTER DR ","","WESTBOROUGH","MA","01581-1770",""
"2538","Workflow Interiors, Inc. ","","PETER ELIOT","","132 CANAL ST # 2 ","","BOSTON","MA","02114-1805","Workflow Interiors, Inc. has evolved into a full service office furniture dealership. We are an experienced group of office furniture industry and design professionals that believe that every client is different and that every client deserves to know options. We establish relationships to support our clients ongoing needs.Our techniques and philosophy allow us to make office furniture purchases easy for our clients. Every client comes with a unique set of circumstances ranging from design parameters, location, budget, time frame and beyond. Our client focused perspective helps us find the right products for each situation and to see each project through with dedicated personnel.At Workflow Interiors, Inc. we pride ourselves on the sale of quality products that promote a sustainable environment for your current office space and the future.For more information visit our webpage at http://www.workflowinteriors.com"
